quarter,year,quarter_num,lon,lat,spatial_block_id,ndvi,ndbi,albedo,mndwi,dem,slope,sky_view_factor,building_height,building_fraction,roughness_length,temp_2m,dewpoint_2m,wind_speed_10m,solar_radiation,vapor_pressure_deficit,dist_to_coast,dist_to_water,dist_to_greenspace,lst_celsius
2025_Q3,2025,3,72.90133,19.36693,block_2_3,0.278,-0.0475,0.1555,-0.525,41.4,10.79,0.879,4.27,16.93,0.05,31.21,26.97,2.1,675.1,1.498,12.846,10.88,12.98,38.26
2025_Q3,2025,3,73.06983,18.96417,block_3_1,0.316,-0.1644,0.1514,-0.4031,14.7,2.81,0.98,3.0,2.0,0.05,30.97,26.7,1.62,663.9,1.365,29.269,10.26,12.2,37.68
2025_Q3,2025,3,73.14437,19.34625,block_4_3,0.3587,-0.1459,0.1767,-0.4274,15.8,3.82,0.912,6.91,10.89,0.152,32.42,28.7,0.7,719.7,1.518,38.3,23.16,28.32,40.3
2025_Q3,2025,3,73.01668,18.94058,block_3_0,0.2698,-0.1732,0.1746,-0.4649,15.9,1.36,0.965,3.0,4.26,0.05,31.55,25.08,2.32,631.7,1.023,23.614,7.6,8.88,37.03
2025_Q3,2025,3,72.71218,18.94053,block_1_0,0.3252,-0.1454,0.1673,0.3726,14.2,1.37,0.894,4.28,14.71,0.061,29.98,25.78,2.7,595.0,1.426,0.0,0.0,26.85,33.13
2025_Q3,2025,3,72.65955,19.07749,block_0_1,0.3963,-0.1107,0.1838,0.4468,8.6,4.4,0.939,4.68,7.64,0.05,32.55,27.92,2.33,655.3,1.649,0.0,0.0,24.51,36.1
2025_Q3,2025,3,72.663,19.51138,block_0_4,0.324,-0.0953,0.1508,0.4584,9.7,1.09,0.888,8.37,14.03,0.071,31.78,28.19,3.02,668.4,1.493,0.0,0.0,27.52,35.79
2025_Q3,2025,3,73.13331,19.0383,block_4_1,0.3543,-0.1446,0.1819,-0.4519,10.2,0.95,0.91,4.82,11.95,0.053,31.66,29.16,1.36,610.9,1.545,36.168,15.45,18.69,37.65
2025_Q3,2025,3,72.73866,18.95023,block_1_1,0.4374,-0.1739,0.1809,0.4986,9.9,1.77,0.954,3.0,5.97,0.05,32.09,28.31,2.36,626.5,1.63,0.0,0.0,23.89,34.93
2025_Q3,2025,3,73.03242,19.30212,block_3_3,0.3561,-0.1518,0.1511,-0.4574,20.8,2.35,0.944,3.0,7.39,0.05,33.0,28.38,1.93,670.8,1.731,26.406,13.11,15.76,38.99
2025_Q3,2025,3,73.11836,19.03184,block_4_1,0.2929,-0.1695,0.1786,-0.4891,14.5,7.17,0.953,3.0,6.1,0.063,31.18,26.89,1.01,647.8,1.659,34.578,14.1,17.0,37.98
2025_Q3,2025,3,72.67585,19.00685,block_0_1,0.418,-0.113,0.1865,0.3108,8.3,1.41,0.886,5.76,15.34,0.056,31.05,24.95,2.83,715.2,1.426,0.0,0.0,26.68,35.66
2025_Q3,2025,3,72.69958,19.14749,block_0_2,0.3975,-0.1429,0.2086,0.4822,12.8,6.72,0.973,3.0,2.97,0.05,32.93,30.37,2.42,645.0,1.734,0.0,0.0,18.95,35.52
2025_Q3,2025,3,72.80822,19.14034,block_1_2,0.2492,-0.0524,0.1587,-0.4472,21.1,4.94,0.831,7.52,23.18,0.05,30.28,26.27,2.64,622.8,1.345,2.355,2.35,7.61,35.31
2025_Q3,2025,3,72.95777,19.21844,block_3_2,0.253,-0.0354,0.1777,-0.4051,257.0,22.59,0.824,10.63,22.92,0.109,28.82,24.49,2.67,657.1,1.338,18.304,4.52,5.02,35.45
2025_Q3,2025,3,72.71461,19.51372,block_1_4,0.3431,-0.0887,0.1319,0.4074,14.0,1.72,0.867,6.29,18.08,0.068,29.63,24.82,2.72,718.7,1.18,0.0,0.0,25.36,35.22
2025_Q3,2025,3,72.89585,19.43115,block_2_3,0.438,-0.1508,0.1701,-0.5017,17.2,2.75,0.912,3.0,12.41,0.05,31.7,26.4,2.05,716.5,1.478,12.472,12.47,17.7,38.17
2025_Q3,2025,3,72.88296,19.36186,block_2_3,0.3033,-0.1041,0.1332,-0.4524,38.4,5.48,0.854,7.93,19.38,0.082,33.44,29.9,1.42,587.9,1.766,10.901,9.37,11.09,39.34
2025_Q3,2025,3,73.1337,19.12141,block_4_2,0.3598,-0.0996,0.1648,-0.5413,5.9,3.3,0.877,3.89,17.39,0.05,30.82,26.38,0.5,690.6,1.338,36.471,18.64,22.68,38.53
2025_Q3,2025,3,72.85737,19.29872,block_2_3,0.3773,-0.1692,0.1838,-0.3353,82.6,9.23,0.924,5.33,9.61,0.073,30.45,25.72,0.58,702.2,1.635,8.014,5.32,6.03,35.95
2025_Q3,2025,3,72.97992,18.87567,block_3_0,0.2449,-0.15,0.1731,-0.3927,13.9,2.92,0.968,3.0,3.72,0.05,30.29,26.09,2.13,653.2,1.431,19.55,11.67,13.96,36.03
2025_Q3,2025,3,72.76205,19.08771,block_1_1,0.2844,-0.0597,0.1508,0.4488,11.7,1.86,0.906,6.83,11.86,0.067,33.39,28.43,2.18,624.8,1.754,0.0,0.0,14.18,38.05
2025_Q3,2025,3,72.71121,19.14213,block_1_2,0.3605,-0.1191,0.2065,0.5436,14.5,2.53,0.962,3.0,4.66,0.05,31.73,27.79,1.81,657.1,1.354,0.0,0.0,17.74,34.25
2025_Q3,2025,3,72.74214,19.03161,block_1_1,0.3797,-0.0367,0.1759,0.4699,13.9,1.24,0.896,5.52,13.85,0.05,32.57,28.94,3.07,664.3,1.66,0.0,0.0,19.55,36.79
2025_Q3,2025,3,72.71743,19.44794,block_1_4,0.2906,-0.0266,0.1595,0.3759,6.1,3.66,0.931,3.93,9.15,0.05,31.11,26.99,2.68,606.0,1.457,0.0,0.0,18.57,35.79
2025_Q3,2025,3,72.64191,19.07149,block_0_1,0.3239,-0.0948,0.1846,0.5254,16.7,3.34,0.882,5.89,15.91,0.067,33.07,29.51,2.07,663.6,1.534,0.0,0.0,26.48,37.09
2025_Q3,2025,3,72.65255,18.8585,block_0_0,0.3508,-0.1287,0.1788,0.3518,13.6,5.93,0.899,8.93,12.12,0.074,31.4,28.72,2.91,654.2,1.41,0.0,0.0,35.9,35.2
2025_Q3,2025,3,72.63785,19.26734,block_0_2,0.3594,-0.2436,0.1755,0.5112,9.1,4.28,0.935,3.0,8.86,0.05,28.65,23.99,2.89,646.0,1.241,0.0,0.0,17.41,30.96
2025_Q3,2025,3,72.78,19.41172,block_1_3,0.3892,-0.1479,0.1725,0.5604,13.1,3.42,0.919,3.08,11.3,0.059,31.02,26.43,1.97,628.2,1.414,0.247,0.25,12.58,33.61
2025_Q3,2025,3,72.66129,19.23217,block_0_2,0.3286,-0.1715,0.1642,0.4392,12.8,1.52,0.961,3.0,4.86,0.05,31.06,27.64,2.5,641.5,1.485,0.0,0.0,16.4,33.73
2025_Q3,2025,3,73.03162,18.84906,block_3_0,0.2863,-0.0716,0.1705,-0.4666,6.1,2.98,0.833,9.88,21.83,0.064,32.52,29.42,1.25,629.6,1.726,24.894,15.19,18.36,39.8
2025_Q3,2025,3,72.94768,19.13121,block_2_2,0.335,-0.085,0.1571,-0.4698,99.2,13.71,0.853,5.5,20.45,0.062,31.18,28.48,3.18,664.5,1.17,16.97,6.43,7.41,37.6
2025_Q3,2025,3,73.04858,19.21945,block_3_2,0.3198,-0.0406,0.1795,-0.3246,16.1,6.84,0.867,4.37,18.84,0.071,31.31,26.38,0.99,654.8,1.391,27.843,12.14,14.55,39.11
2025_Q3,2025,3,73.00132,19.34772,block_3_3,0.2952,-0.1128,0.1902,-0.3948,24.4,3.9,0.954,3.0,5.88,0.05,29.97,26.69,1.78,660.9,1.31,23.284,14.2,17.12,36.18
2025_Q3,2025,3,72.85294,18.98377,block_2_1,0.403,-0.0969,0.1875,-0.4015,9.8,2.33,0.958,3.0,5.29,0.05,31.03,26.72,1.67,655.9,1.549,6.558,6.56,11.38,35.75
2025_Q3,2025,3,72.96965,18.97859,block_3_1,0.88,-0.5,0.2147,-0.4675,19.3,1.82,0.98,3.0,2.0,0.05,31.37,27.28,1.66,641.2,1.576,18.796,2.56,2.58,34.28
2025_Q3,2025,3,72.90217,19.29402,block_2_3,0.4181,-0.1277,0.1674,-0.4751,205.6,17.96,0.932,6.2,8.07,0.052,29.46,25.28,1.9,605.5,1.461,12.704,7.11,8.26,33.19
2025_Q3,2025,3,72.80753,19.3453,block_1_3,0.2129,-0.0385,0.1689,-0.4271,14.6,1.2,0.842,7.23,21.49,0.066,30.69,27.44,2.5,703.6,1.177,2.928,2.93,5.09,37.13
2025_Q3,2025,3,72.80358,19.29764,block_1_3,0.7935,-0.4208,0.1499,-0.4548,15.0,3.78,0.98,3.0,2.0,0.067,34.56,31.93,3.29,644.1,1.838,2.363,0.87,0.46,36.4
2025_Q3,2025,3,72.8459,19.45211,block_2_4,0.3848,-0.2266,0.1912,-0.3398,8.9,1.36,0.924,4.57,9.94,0.05,33.25,30.69,2.44,631.6,1.497,7.294,7.29,17.56,37.0
2025_Q3,2025,3,72.82353,18.84001,block_1_0,0.35,-0.2314,0.2043,-0.3433,9.9,6.1,0.959,3.53,4.88,0.05,32.09,27.98,2.47,601.0,1.245,3.017,3.02,22.82,35.5
2025_Q3,2025,3,72.80975,19.44731,block_1_4,0.2975,-0.094,0.1462,-0.5244,9.3,3.51,0.861,4.6,19.63,0.05,34.45,30.59,1.97,649.2,1.792,3.483,3.48,16.38,39.32
2025_Q3,2025,3,72.73543,19.30978,block_1_3,0.281,-0.0789,0.2002,0.5133,7.5,3.44,0.82,8.94,24.27,0.079,31.57,26.98,3.2,651.6,1.352,0.0,0.0,6.87,35.83
2025_Q3,2025,3,73.04461,19.41182,block_3_3,0.3857,-0.1579,0.2014,-0.4451,13.6,2.58,0.879,3.31,17.4,0.05,33.01,29.19,1.5,658.4,1.669,28.031,20.95,25.56,38.89
2025_Q3,2025,3,73.14129,19.37595,block_4_3,0.3618,-0.1133,0.1989,-0.5341,18.0,3.21,0.925,3.0,10.43,0.05,31.73,27.19,0.62,611.4,1.498,38.07,24.36,29.82,37.6
2025_Q3,2025,3,73.02137,19.16269,block_3_2,0.3544,-0.1433,0.1779,-0.4377,24.5,4.28,0.957,3.63,5.15,0.05,29.65,25.36,2.21,631.2,1.176,24.807,11.15,13.31,35.21
2025_Q3,2025,3,73.01661,19.37229,block_3_3,0.3019,-0.1768,0.1867,-0.4561,14.7,3.78,0.929,3.19,9.65,0.05,30.7,26.6,1.21,631.0,1.485,24.967,16.72,20.27,37.13
2025_Q3,2025,3,73.00447,18.85235,block_3_0,0.4051,-0.2812,0.1412,-0.3288,8.1,1.98,0.98,3.0,2.0,0.064,34.42,30.36,0.91,566.3,1.689,22.055,14.13,17.04,38.78
2025_Q3,2025,3,72.82224,19.18392,block_1_2,0.4199,-0.1318,0.1367,-0.4225,35.6,6.76,0.839,8.89,21.37,0.086,31.67,26.79,2.34,641.6,1.393,3.964,3.96,7.14,36.24
2025_Q3,2025,3,72.79761,18.95704,block_1_1,0.3309,-0.1192,0.1552,-0.4838,16.2,1.51,0.915,6.44,10.67,0.052,34.14,29.41,3.14,632.1,1.462,0.664,0.66,17.71,37.65
2025_Q3,2025,3,72.7296,19.07237,block_1_1,0.2606,-0.0492,0.1463,0.4763,12.6,1.96,0.817,11.56,23.68,0.156,32.18,28.16,3.0,638.3,1.546,0.0,0.0,17.99,36.92
2025_Q3,2025,3,72.97813,19.40186,block_3_3,0.3687,-0.1767,0.1895,-0.4534,16.5,5.28,0.98,3.0,2.0,0.05,32.38,28.77,1.38,626.8,1.406,21.019,17.64,21.42,37.49
2025_Q3,2025,3,72.65565,19.1557,block_0_2,0.4072,-0.0402,0.1512,0.4715,13.1,8.37,0.86,5.9,19.2,0.05,32.51,28.32,2.72,670.2,1.497,0.0,0.0,22.05,36.72
2025_Q3,2025,3,72.65088,19.2397,block_0_2,0.3843,-0.1753,0.2216,0.3855,8.6,2.46,0.914,7.09,10.47,0.05,30.79,27.8,2.75,663.3,1.521,0.0,0.0,17.03,33.54
2025_Q3,2025,3,72.76368,19.38293,block_1_3,0.2814,-0.0314,0.1644,0.4177,13.5,4.73,0.797,11.75,26.64,0.119,32.31,27.92,2.75,598.7,1.694,0.0,0.0,9.96,36.65
2025_Q3,2025,3,72.86459,19.25539,block_2_2,0.2795,-0.0599,0.1846,-0.4294,163.4,13.91,0.888,4.84,15.37,0.068,29.88,25.25,2.41,708.9,1.266,8.636,5.44,6.18,35.8
2025_Q3,2025,3,72.96762,19.24667,block_3_2,0.2465,-0.0577,0.1973,-0.4911,201.6,22.44,0.837,6.54,22.55,0.086,29.96,25.18,1.54,692.9,1.403,19.427,5.89,6.74,37.0
2025_Q3,2025,3,72.75331,18.83981,block_1_0,0.3659,-0.0933,0.1618,0.4485,12.0,6.61,0.884,6.02,15.45,0.054,32.77,28.8,2.74,583.5,1.691,0.0,0.0,28.06,36.14
2025_Q3,2025,3,73.01459,19.17062,block_3_2,0.2843,-0.1233,0.1532,-0.4839,34.7,3.66,0.885,3.0,16.55,0.05,31.39,27.11,1.51,609.1,1.529,24.12,10.32,12.27,37.7
2025_Q3,2025,3,73.00193,19.41949,block_3_3,0.4179,-0.3059,0.1973,-0.3329,13.4,4.41,0.98,3.0,2.0,0.05,31.85,27.57,2.41,606.0,1.406,23.574,19.83,24.16,35.88
2025_Q3,2025,3,72.65015,19.01795,block_0_1,0.4551,-0.1251,0.1569,0.4014,10.4,1.74,0.925,4.07,9.95,0.066,29.05,24.92,3.26,675.3,1.271,0.0,0.0,28.24,33.42
2025_Q3,2025,3,72.95254,18.84347,block_2_0,0.3667,-0.0822,0.1655,-0.4649,6.6,1.96,0.786,9.01,29.42,0.076,30.4,28.38,2.11,648.6,1.636,16.573,14.41,17.39,37.83
2025_Q3,2025,3,72.74803,19.12273,block_1_2,0.2624,-0.0906,0.1901,0.4708,13.4,2.97,0.847,8.86,20.2,0.05,32.29,28.55,2.95,688.8,1.647,0.0,0.0,14.18,37.27
2025_Q3,2025,3,72.95255,19.13455,block_2_2,0.3251,-0.134,0.1943,-0.5192,99.7,12.41,0.939,3.0,8.27,0.05,30.3,25.73,2.18,688.3,1.61,17.492,6.75,7.81,35.8
2025_Q3,2025,3,72.85262,19.53771,block_2_4,0.3093,-0.2154,0.2125,-0.4134,10.9,2.82,0.944,5.98,6.32,0.063,32.06,27.12,2.03,638.4,1.662,8.269,8.27,26.96,35.93
2025_Q3,2025,3,72.96213,18.95706,block_3_1,0.294,-0.1037,0.1877,-0.3228,9.0,6.29,0.85,4.79,21.2,0.05,30.53,25.46,1.67,608.2,1.521,17.939,4.32,4.77,36.95
2025_Q3,2025,3,73.00475,19.46269,block_3_4,0.4018,-0.1006,0.1769,-0.4644,14.7,6.57,0.873,8.86,16.15,0.076,31.15,27.67,2.09,609.1,1.415,24.007,22.96,28.08,37.05
2025_Q3,2025,3,73.08847,19.33572,block_4_3,0.3842,-0.2358,0.2087,-0.4047,6.2,0.96,0.951,3.0,6.38,0.05,33.44,29.83,1.41,660.9,1.795,32.397,18.68,22.72,38.9
2025_Q3,2025,3,72.6701,19.53614,block_0_4,0.317,-0.0515,0.142,0.3966,11.6,10.7,0.885,4.11,16.1,0.05,33.03,30.67,2.66,722.9,1.667,0.0,0.0,29.55,38.7
2025_Q3,2025,3,72.68483,18.95663,block_0_1,0.4179,-0.1848,0.1699,0.4862,13.0,1.62,0.955,3.0,5.72,0.055,32.55,28.99,3.63,639.4,1.577,0.0,0.0,29.29,35.42
2025_Q3,2025,3,72.92565,19.40996,block_2_3,0.3644,-0.184,0.199,-0.3386,15.5,13.21,0.938,3.01,8.38,0.073,31.59,27.62,0.96,647.0,1.45,15.535,14.88,17.97,37.3
2025_Q3,2025,3,73.01484,18.9901,block_3_1,0.3182,-0.0771,0.1741,-0.4421,13.6,2.31,0.919,3.54,11.12,0.05,31.3,27.5,1.15,615.2,1.483,23.577,5.19,5.86,38.11
2025_Q3,2025,3,72.88173,19.23389,block_2_2,0.4174,-0.1276,0.1841,-0.3864,252.4,23.92,0.948,3.86,6.56,0.05,32.67,27.86,1.64,615.9,1.559,10.368,3.18,3.35,36.31
2025_Q3,2025,3,73.14909,19.21878,block_4_2,0.341,-0.1946,0.1459,-0.4066,9.3,1.73,0.942,3.0,7.84,0.05,30.67,26.25,0.5,668.9,1.269,38.393,20.58,25.1,37.89
2025_Q3,2025,3,72.745,19.46601,block_1_4,0.3532,-0.173,0.1628,0.5306,7.6,2.02,0.889,4.71,15.32,0.05,31.4,27.56,3.46,686.9,1.433,0.0,0.0,19.31,36.33
2025_Q3,2025,3,72.83059,19.01093,block_2_1,0.2923,-0.1696,0.1642,-0.4911,11.8,6.02,0.931,3.0,9.41,0.05,30.54,27.05,2.08,619.0,1.549,4.296,4.3,13.64,34.7
2025_Q3,2025,3,73.05524,18.87317,block_3_0,0.2777,-0.1537,0.1889,-0.4071,10.0,2.46,0.841,10.3,20.54,0.105,34.9,30.44,0.5,689.0,1.582,27.451,14.32,17.27,42.9
2025_Q3,2025,3,72.78955,19.07254,block_1_1,0.5211,-0.1929,0.1728,0.4631,12.5,3.91,0.847,11.44,19.18,0.138,32.79,28.92,1.39,594.7,1.506,0.181,0.18,12.81,35.92
2025_Q3,2025,3,73.00608,19.16239,block_3_2,0.3918,-0.1549,0.1933,-0.4549,41.3,4.27,0.98,3.0,2.0,0.05,31.38,27.71,1.05,608.9,1.56,23.2,10.05,11.94,36.77
2025_Q3,2025,3,72.67544,18.84393,block_0_0,0.3156,-0.1991,0.1911,0.5055,10.8,0.9,0.939,3.4,8.05,0.05,31.36,27.13,2.5,645.6,1.327,0.0,0.0,34.54,35.1
2025_Q3,2025,3,72.92314,18.85144,block_2_0,0.2681,-0.1995,0.1787,-0.3989,10.0,1.8,0.964,3.0,4.41,0.052,29.65,25.63,2.01,585.8,1.267,13.512,13.51,16.94,33.56
2025_Q3,2025,3,72.71381,18.83935,block_1_0,0.3747,-0.2019,0.1804,0.4598,11.7,3.19,0.93,3.0,9.56,0.05,30.73,27.12,2.75,709.3,1.36,0.0,0.0,31.4,34.34
2025_Q3,2025,3,72.70701,18.92097,block_1_0,0.4291,-0.1622,0.1708,0.4481,19.1,5.47,0.922,3.0,10.88,0.05,31.1,27.08,2.71,606.0,1.662,0.0,0.0,27.98,33.4
2025_Q3,2025,3,72.79351,19.35039,block_1_3,0.3069,-0.0365,0.2043,-0.5859,15.0,1.81,0.862,7.72,18.22,0.076,31.44,28.32,2.65,630.0,1.387,1.473,1.47,5.63,35.58
2025_Q3,2025,3,72.90393,19.09475,block_2_1,0.3741,-0.0843,0.1544,-0.4761,46.4,4.11,0.863,5.98,18.85,0.05,28.25,25.84,1.85,651.8,1.221,12.262,5.8,6.63,34.48
2025_Q3,2025,3,72.77583,19.21076,block_1_2,0.3784,-0.205,0.2053,0.4872,14.2,2.37,0.98,3.0,2.0,0.05,32.2,27.96,2.18,664.1,1.759,0.0,0.0,10.23,35.54
2025_Q3,2025,3,73.14204,19.09137,block_4_1,0.3274,-0.1472,0.1698,-0.3901,15.1,1.61,0.916,4.88,11.08,0.062,30.81,26.45,1.04,645.6,1.594,37.252,17.81,21.64,37.0
2025_Q3,2025,3,73.12776,18.85795,block_4_0,0.3004,-0.2009,0.1473,-0.4126,12.9,2.68,0.949,3.0,6.67,0.05,30.74,26.8,1.42,676.1,1.691,35.017,19.41,23.64,37.79
2025_Q3,2025,3,72.87072,18.91136,block_2_0,0.3585,-0.0712,0.1885,-0.4667,13.4,2.45,0.829,10.16,22.43,0.083,33.83,29.27,2.67,605.4,1.456,8.197,8.2,13.59,38.28
2025_Q3,2025,3,73.06991,18.91021,block_3_0,0.3346,-0.1765,0.1587,-0.4089,12.5,1.15,0.908,5.37,12.07,0.051,32.2,29.1,0.82,605.8,1.638,29.108,12.7,15.25,38.89
2025_Q3,2025,3,72.9791,19.02448,block_3_1,0.3023,-0.0274,0.1541,-0.4602,9.6,0.88,0.916,3.58,11.51,0.053,29.79,25.68,1.41,714.0,1.23,19.932,3.2,3.38,37.65
2025_Q3,2025,3,72.70693,19.31721,block_1_3,0.4004,-0.1488,0.1887,0.3777,15.8,5.76,0.98,3.0,2.0,0.05,30.71,26.44,3.23,639.0,1.334,0.0,0.0,9.96,33.21
2025_Q3,2025,3,72.86563,19.43025,block_2_3,0.3467,-0.1758,0.176,-0.3661,11.8,1.96,0.91,3.0,12.76,0.05,32.18,28.06,2.57,606.0,1.515,9.297,9.3,16.02,36.68
2025_Q3,2025,3,73.1288,19.41861,block_4_3,0.2759,-0.1338,0.1821,-0.3845,12.4,1.18,0.9,7.33,12.55,0.056,30.8,26.91,0.88,665.9,1.315,36.893,25.97,31.84,37.89
2025_Q3,2025,3,73.11744,19.23916,block_4_2,0.3605,-0.1855,0.2052,-0.4079,14.9,4.25,0.98,3.0,2.0,0.05,32.26,28.22,1.6,674.0,1.626,35.135,18.0,21.88,37.33
2025_Q3,2025,3,72.79883,19.40315,block_1_3,0.284,-0.1096,0.1564,-0.53,10.4,0.9,0.882,6.42,15.62,0.091,31.91,27.25,2.49,651.9,1.66,2.197,2.2,11.45,36.43
2025_Q3,2025,3,72.66303,19.38973,block_0_3,0.3115,-0.0598,0.1849,0.4437,8.4,0.91,0.855,6.99,19.63,0.078,32.21,28.85,3.32,655.2,1.766,0.0,0.0,17.49,36.41
2025_Q3,2025,3,72.68312,19.42847,block_0_3,0.3856,-0.1435,0.1678,0.4653,15.4,4.59,0.941,3.33,7.73,0.05,31.72,27.56,2.22,664.1,1.669,0.0,0.0,18.81,35.64
2025_Q3,2025,3,73.01266,18.90139,block_3_0,0.409,-0.1786,0.2002,-0.4033,8.3,1.33,0.915,3.0,11.87,0.05,31.35,26.8,1.95,670.2,1.426,23.069,10.31,12.26,36.51
2025_Q3,2025,3,72.92445,19.28614,block_2_3,0.3261,-0.1277,0.1744,-0.4011,246.9,20.35,0.888,8.9,13.73,0.097,31.77,26.81,1.53,624.2,1.513,15.018,6.5,7.5,36.4
2025_Q3,2025,3,72.78142,19.0381,block_1_1,0.3941,-0.1908,0.1977,0.427,13.3,3.47,0.972,3.0,3.18,0.05,31.85,27.53,3.19,682.4,1.435,0.0,0.0,16.17,35.01
2025_Q3,2025,3,72.83333,19.20561,block_2_2,0.3688,-0.2348,0.1742,-0.3756,56.7,7.45,0.921,7.03,9.39,0.05,32.14,28.37,1.95,596.1,1.637,5.198,5.2,7.88,35.82
2025_Q3,2025,3,73.11002,19.43535,block_4_3,0.3496,-0.2072,0.1662,-0.3598,11.0,1.28,0.957,3.91,5.1,0.05,32.45,26.45,0.69,652.3,1.594,34.974,25.96,31.82,39.1
2025_Q3,2025,3,72.72833,19.24147,block_1_2,0.2658,-0.1212,0.1641,0.5001,13.0,1.21,0.893,5.22,14.49,0.091,31.8,27.88,2.93,605.4,1.522,0.0,0.0,9.94,35.4
2025_Q3,2025,3,72.89888,19.0002,block_2_1,0.293,-0.1034,0.1824,-0.4607,12.1,2.58,0.914,3.0,12.1,0.05,30.85,26.85,1.65,643.5,1.556,11.433,5.64,6.42,36.68
2025_Q3,2025,3,72.94009,19.24354,block_2_2,0.5311,-0.2412,0.1926,-0.3955,320.2,26.07,0.97,4.17,3.07,0.05,29.32,25.21,1.83,642.0,1.355,16.526,3.78,4.1,31.35
2025_Q3,2025,3,72.71728,19.05756,block_1_1,0.3623,-0.0532,0.1611,0.4758,6.4,1.59,0.924,3.08,10.58,0.05,30.6,27.75,2.94,656.2,1.199,0.0,0.0,19.93,33.95
2025_Q3,2025,3,73.0488,19.13285,block_3_2,0.2748,-0.1338,0.1387,-0.4255,11.4,2.79,0.879,4.83,16.75,0.05,31.95,27.84,2.15,664.2,1.512,27.592,14.46,17.45,39.38
2025_Q3,2025,3,72.76054,18.95156,block_1_1,0.3993,-0.1811,0.1791,0.4523,10.5,3.12,0.92,3.98,10.78,0.059,33.58,29.24,1.24,617.4,1.344,0.0,0.0,21.62,36.54
2025_Q3,2025,3,72.91696,19.01495,block_2_1,0.332,-0.1361,0.1766,-0.3594,16.4,2.46,0.903,3.0,13.75,0.05,31.51,26.94,2.73,633.6,1.355,13.378,4.35,4.81,36.7
2025_Q3,2025,3,72.66569,19.1557,block_0_2,0.394,-0.0966,0.1832,0.3612,13.1,2.05,0.896,5.9,13.77,0.05,31.0,27.2,2.2,720.0,1.265,0.0,0.0,21.34,35.56
2025_Q3,2025,3,73.06997,19.37632,block_3_3,0.3445,-0.1732,0.1304,-0.3648,12.8,1.86,0.957,3.0,5.47,0.05,32.71,28.4,1.27,641.7,1.719,30.582,19.82,24.15,39.29
2025_Q3,2025,3,72.75317,19.07364,block_1_1,0.3141,-0.1207,0.1539,0.4597,10.9,4.01,0.909,3.92,12.44,0.05,33.0,29.43,1.98,631.8,1.52,0.0,0.0,15.79,35.89
2025_Q3,2025,3,72.76469,19.50437,block_1_4,0.3653,-0.1603,0.2136,0.5153,12.5,4.71,0.976,3.0,2.56,0.059,30.6,26.69,3.17,644.3,1.349,0.0,0.0,22.99,33.95
2025_Q3,2025,3,73.05668,18.89249,block_3_0,0.3675,-0.1496,0.2056,-0.4441,12.0,5.62,0.914,5.46,11.11,0.05,30.19,25.43,1.64,601.8,1.408,27.663,13.04,15.67,35.84
2025_Q3,2025,3,73.12069,19.1065,block_4_1,0.3566,-0.1887,0.187,-0.3689,5.5,2.19,0.862,7.77,18.27,0.05,31.82,28.65,1.13,619.8,1.265,35.058,16.98,20.6,38.15
2025_Q3,2025,3,72.70349,19.06804,block_0_1,0.3612,-0.0678,0.1547,0.3269,11.0,2.57,0.864,7.14,18.12,0.05,30.94,28.12,1.92,651.7,1.442,0.0,0.0,20.65,35.77
2025_Q3,2025,3,73.03262,19.42147,block_3_3,0.3846,-0.1833,0.1988,-0.4919,12.4,3.82,0.955,3.0,5.71,0.05,30.92,27.34,1.9,596.6,1.302,26.802,21.14,25.8,35.49
2025_Q3,2025,3,73.00782,19.46648,block_3_4,0.4204,-0.0999,0.1747,-0.5123,9.6,0.85,0.821,9.95,23.73,0.092,32.22,29.08,0.75,599.8,1.601,24.341,23.38,28.6,39.01
2025_Q3,2025,3,73.14696,19.09956,block_4_1,0.2562,-0.1022,0.1397,-0.4332,11.7,1.55,0.878,5.64,16.65,0.066,30.32,26.38,0.62,647.2,1.555,37.795,18.52,22.53,38.19
2025_Q3,2025,3,72.88606,18.94617,block_2_0,0.3417,-0.0996,0.1742,-0.5289,12.7,6.56,0.861,9.54,17.68,0.113,29.67,26.38,2.37,664.1,1.525,9.917,8.34,9.8,35.73
2025_Q3,2025,3,72.93159,18.86908,block_2_0,0.3775,-0.2341,0.1907,-0.4233,11.8,1.0,0.954,3.0,5.94,0.05,31.39,27.67,2.27,602.6,1.551,14.455,12.36,14.83,36.59
2025_Q3,2025,3,72.86978,19.33374,block_2_3,0.3778,-0.2467,0.1906,-0.4256,58.1,5.1,0.98,3.0,2.0,0.05,30.75,28.29,2.66,614.4,1.377,9.428,7.08,8.23,33.76
2025_Q3,2025,3,72.80368,18.92847,block_1_0,0.2394,-0.0105,0.1864,-0.5013,13.1,2.8,0.807,12.06,25.09,0.135,32.9,27.85,3.26,665.0,1.499,1.211,1.21,18.23,39.31
2025_Q3,2025,3,73.03538,19.17088,block_3_2,0.2921,-0.1104,0.1597,-0.4333,20.1,4.3,0.894,4.9,14.4,0.058,32.01,27.79,1.54,676.4,1.41,26.303,11.9,14.25,38.89
2025_Q3,2025,3,73.02213,19.03574,block_3_1,0.2884,0.0641,0.1608,-0.5806,11.9,5.74,0.765,15.88,29.98,0.147,31.61,26.95,1.34,623.8,1.268,24.486,6.61,7.64,40.93
